data;dia_semana;horario;formato;funil;tipo_conteudo_id;tipo_conteudo;avatar_id;avatar;tema;cta;keyword_manychat;hashtags
2026-04-20;Segunda;12:00;REEL;TOPO;3;Erros e Falsos Amigos;viajante;Viajante;VASO em espanhol e copo, nao vaso de flor!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#aprenderespanhol #aprendaespanhol #espanhol #espanholparaviagem #viagemparaaamericadosul #viajarsozinho #cuidado #erroscomuns #falsoscognatos
2026-04-20;Segunda;15:00;CARROSSEL;MEIO;7;Dor e Identificacao;vai_morar_fora;Vai Morar Fora;Voce sente que parece menos inteligente em espanhol?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanholreal #espanhol #espanholcomvoce #vidanoexterior #brasileironoexterior #imigracao #voceseidentifica #identificacao #travanoespanhol
2026-04-20;Segunda;18:30;REEL;MEIO;8;Desejo e Transformacao;academico;Academico;Imagina estudar no exterior sem barreira linguistica...;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#aprenderespanhol #aprendaespanhol #espanholreal #celu #espanholparaconcurso #dele #transformacao #faleespanhol #destrave
2026-04-20;Segunda;20:00;CARROSSEL;TOPO;5;Cultura e Diferencas;profissional;Profissional;Setores que mais contratam quem fala espanhol;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#aprendaespanhol #espanholcomvoce #aprenderespanhol #espanholparanegocio #espanholparatrabalho #espanholprofissional #culturaespanhola #diferencas #curiosidades
2026-04-21;Terca;07:00;REEL;MEIO;9;Quebra de Crencas;viajante;Viajante;Assistir serie com legenda nao te ensina a falar;Comenta se voce acreditava nisso | Comenta METODO;METODO;#aprenderespanhol #espanholonline #espanholreal #espanholnoexterior #mochilao #viajarsozinho #mentiradoespanhol #quebradecrencas #verdade
2026-04-21;Terca;09:30;CARROSSEL;TOPO;1;Expressoes Idiomaticas;vai_morar_fora;Vai Morar Fora;Como falar 'matar a saudade' em espanhol;Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#espanholreal #espanhol #aprenderespanhol #brasileirosnaargentina #vidanoexterior #imigracao #expressoes #espanholnativo #comofalarem
2026-04-21;Terca;12:00;REEL;MEIO;4;Perguntas de Seguidores;academico;Academico;Seguidor pergunta: como interpretar texto em espanhol?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#aprenderespanhol #espanhol #espanholreal #celu #dele #siele #aleresponde #duvida #perguntadeseguidor
2026-04-21;Terca;15:00;CARROSSEL;TOPO;2;Palavras do Cotidiano;profissional;Profissional;Como falar 'prazo' em espanhol (vol. 2);Comenta qual palavra voce queria saber | Comenta ERROS;ERROS;#aprendaespanhol #espanhol #aprenderespanhol #espanholparatrabalho #espanholprofissional #negociosinternacionais #vocabulario #espanholdodia #palavradodia
2026-04-21;Terca;18:30;REEL;MEIO;4;Perguntas de Seguidores;viajante;Viajante;Seguidor pergunta: como falar os numeros grandes? (vol. 2);Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanholparabrasileiros #espanholonline #espanholcomvoce #espanholparaviagem #viajarsozinho #espanholbasico #duvida #perguntadeseguidor #aleresponde
2026-04-21;Terca;20:00;CARROSSEL;FUNDO;6;Metodo e Bastidor;vai_morar_fora;Vai Morar Fora;Como nosso metodo prepara voce para o dia a dia real (vol. 2);Comenta METODO para saber mais | Comenta METODO;METODO;#aprenderespanhol #espanholparabrasileiros #espanholonline #vidanoexterior #morarfora #brasileironoexterior #comoaprender #metodo #imersaonativa
2026-04-22;Quarta;07:00;REEL;FUNDO;6;Metodo e Bastidor;academico;Academico;Os 3 pilares do metodo e como aplicar nos estudos;Comenta METODO para saber mais | Comenta METODO;METODO;#espanholcomvoce #espanholreal #espanholonline #siele #dele #estudarnoexterior #imersaonativa #comoaprender #metodo
2026-04-22;Quarta;09:30;CARROSSEL;TOPO;1;Expressoes Idiomaticas;profissional;Profissional;Como falar 'vestir a camisa' em espanhol;Salva esse video / Manda pra quem precisa | Comenta ERROS;ERROS;#espanholonline #aprendaespanhol #espanholparabrasileiros #espanholparanegocio #espanholprofissional #negociosinternacionais #expressoes #espanholnativo #comofalarem
2026-04-22;Quarta;12:00;REEL;MEIO;8;Desejo e Transformacao;viajante;Viajante;6 meses para sair do 'entendo tudo' para 'falo de verdade';Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#espanholonline #aprendaespanhol #espanholparabrasileiros #viajarsozinho #mochilao #viagemparaaamericadosul #faleespanhol #destrave #transformacao
2026-04-22;Quarta;15:00;CARROSSEL;TOPO;3;Erros e Falsos Amigos;vai_morar_fora;Vai Morar Fora;CARPETA em espanhol e pasta, nao carpete!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#espanholparabrasileiros #espanholcomvoce #aprenderespanhol #vidanoexterior #brasileironoexterior #imigracao #cuidado #falsoscognatos #erroscomuns
2026-04-22;Quarta;18:30;REEL;TOPO;1;Expressoes Idiomaticas;academico;Academico;Como falar 'dar um branco' em espanhol;Salva esse video / Manda pra quem precisa | Comenta ERROS;ERROS;#aprendaespanhol #espanholreal #espanholonline #espanholparaconcurso #proficienciaemespanhol #estudarnoexterior #espanholnativo #expressoes #comofalarem
2026-04-22;Quarta;20:00;CARROSSEL;FUNDO;10;Prova Social;profissional;Profissional;Aluno foi promovido depois de destravar o espanhol (vol. 2);Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholonline #espanholcomvoce #espanholreal #espanholparatrabalho #negociosinternacionais #carreirainternacional #depoimento #resultado #alunoreal
2026-04-23;Quinta;07:00;REEL;MEIO;4;Perguntas de Seguidores;viajante;Viajante;Seguidor pergunta: MUY vs MUCHO — qual usar? (vol. 2);Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanhol #aprendaespanhol #espanholreal #viagemparaaamericadosul #espanholnoexterior #viajarsozinho #aleresponde #duvida #perguntadeseguidor
2026-04-23;Quinta;09:30;CARROSSEL;FUNDO;11;CTA Indireto;vai_morar_fora;Vai Morar Fora;Se voce vai se mudar e quer chegar preparado, eu te ajudo (vol. 2);Comenta AULA | Comenta AULA;AULA;#aprendaespanhol #espanholonline #espanholcomvoce #brasileironoexterior #brasileirosnaargentina #brasileirosnaespanha #linknabioo #aulademonstrativa #comece
2026-04-23;Quinta;12:00;REEL;MEIO;8;Desejo e Transformacao;academico;Academico;A diferenca entre saber gramatica e realmente usar o idioma (vol. 2);Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#aprendaespanhol #espanholreal #espanholparabrasileiros #proficienciaemespanhol #espanholparaenem #estudarnoexterior #destrave #transformacao #faleespanhol
2026-04-23;Quinta;15:00;CARROSSEL;MEIO;7;Dor e Identificacao;profissional;Profissional;Voce fica mudo nas reunioes em espanhol?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanholonline #espanholcomvoce #espanhol #espanholparatrabalho #espanholcorporativo #negociosinternacionais #identificacao #travanoespanhol #voceseidentifica
2026-04-23;Quinta;18:30;REEL;FUNDO;6;Metodo e Bastidor;viajante;Viajante;A diferenca entre estudar e adquirir espanhol (vol. 2);Comenta METODO para saber mais | Comenta METODO;METODO;#espanholonline #espanholreal #espanholcomvoce #espanholparaviagem #viajarsozinho #mochilao #comoaprender #imersaonativa #metodo
2026-04-23;Quinta;20:00;CARROSSEL;TOPO;1;Expressoes Idiomaticas;vai_morar_fora;Vai Morar Fora;Como falar 'quebrar o galho' em espanhol;Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#espanholreal #aprenderespanhol #espanholonline #brasileironoexterior #morarfora #imigracao #espanholnativo #comofalarem #expressoes
2026-04-24;Sexta;07:00;REEL;FUNDO;10;Prova Social;academico;Academico;Print de aluno: 'Passei no DELE! Obrigado Ale!';Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholonline #espanholcomvoce #espanholreal #espanholparaenem #espanholparaconcurso #dele #resultado #depoimento #alunoreal
2026-04-24;Sexta;09:30;CARROSSEL;TOPO;5;Cultura e Diferencas;profissional;Profissional;Diferenca entre networking brasileiro e hispanico;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanhol #espanholcomvoce #espanholreal #espanholprofissional #espanholparatrabalho #negociosinternacionais #diferencas #culturaespanhola #curiosidades
2026-04-24;Sexta;12:00;REEL;MEIO;9;Quebra de Crencas;viajante;Viajante;Voce nao precisa de vocabulario — precisa de pratica;Comenta se voce acreditava nisso | Comenta METODO;METODO;#espanholreal #aprendaespanhol #espanholparabrasileiros #espanholbasico #viajarsozinho #mochilao #mentiradoespanhol #verdade #quebradecrencas
2026-04-24;Sexta;15:00;CARROSSEL;MEIO;7;Dor e Identificacao;vai_morar_fora;Vai Morar Fora;Voce entende mas nao consegue se expressar como realmente e?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanholcomvoce #espanholreal #espanhol #morarfora #brasileirosnaespanha #vidanoexterior #voceseidentifica #travanoespanhol #identificacao
2026-04-24;Sexta;18:30;REEL;MEIO;12;Historia e Autoridade Pessoal;academico;Academico;Por que o metodo tradicional nao funciona (eu vi acontecer) (vol. 2);Salva / Me conta sua historia | Comenta METODO;METODO;#espanholparabrasileiros #espanholreal #espanholcomvoce #celu #espanholparaenem #siele #professoranativa #historiadaale #bastidores
2026-04-24;Sexta;20:00;CARROSSEL;FUNDO;10;Prova Social;profissional;Profissional;Aluno foi promovido depois de destravar o espanhol (vol. 2);Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholonline #espanholparabrasileiros #aprendaespanhol #espanholparanegocio #carreirainternacional #espanholcorporativo #resultado #alunoreal #depoimento
2026-04-25;Sabado;07:00;REEL;FUNDO;11;CTA Indireto;viajante;Viajante;Quer sair do portunhol? Comeca por aqui (vol. 2);Comenta AULA | Comenta AULA;AULA;#espanholreal #espanhol #espanholparabrasileiros #viagemparaaamericadosul #espanholbasico #espanholparaviagem #aulademonstrativa #linknabioo #comece
2026-04-25;Sabado;09:30;CARROSSEL;TOPO;2;Palavras do Cotidiano;vai_morar_fora;Vai Morar Fora;Como falar 'boleto' em espanhol;Comenta qual palavra voce queria saber | Comenta VIAGEM;VIAGEM;#espanholparabrasileiros #aprenderespanhol #espanholcomvoce #brasileironoexterior #imigracao #morarfora #palavradodia #vocabulario #espanholdodia
2026-04-25;Sabado;12:00;REEL;MEIO;12;Historia e Autoridade Pessoal;academico;Academico;15 anos ensinando brasileiros — o que eu descobri (vol. 2);Salva / Me conta sua historia | Comenta METODO;METODO;#espanholparabrasileiros #aprenderespanhol #aprendaespanhol #espanholparaconcurso #espanholparaenem #celu #historiadaale #professoranativa #bastidores
2026-04-25;Sabado;15:00;CARROSSEL;TOPO;5;Cultura e Diferencas;profissional;Profissional;Horario comercial Brasil vs paises hispanicos;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanholparabrasileiros #espanholcomvoce #espanhol #espanholprofissional #espanholparatrabalho #espanholparanegocio #culturaespanhola #diferencas #curiosidades
2026-04-25;Sabado;18:30;REEL;TOPO;5;Cultura e Diferencas;viajante;Viajante;Como cada pais hispanico diz 'legal/massa/bacana';Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanholonline #espanholparabrasileiros #espanholcomvoce #mochilao #espanholbasico #espanholparaviagem #curiosidades #culturaespanhola #diferencas
2026-04-25;Sabado;20:00;CARROSSEL;MEIO;4;Perguntas de Seguidores;vai_morar_fora;Vai Morar Fora;Seguidor pergunta: como pedir orcamento em espanhol? (vol. 2);Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanholcomvoce #espanholparabrasileiros #espanhol #brasileirosnaespanha #imigracao #brasileironoexterior #aleresponde #perguntadeseguidor #duvida
2026-04-26;Domingo;07:00;REEL;TOPO;1;Expressoes Idiomaticas;academico;Academico;Como falar 'nao ter pe nem cabeca' em espanhol (vol. 2);Salva esse video / Manda pra quem precisa | Comenta ERROS;ERROS;#espanholcomvoce #aprendaespanhol #espanhol #proficienciaemespanhol #dele #estudarnoexterior #comofalarem #expressoes #espanholnativo
2026-04-26;Domingo;09:30;CARROSSEL;FUNDO;11;CTA Indireto;profissional;Profissional;Se o espanhol e o que falta pra sua promocao, eu te mostro o caminho (vol. 2);Comenta AULA | Comenta AULA;AULA;#espanholcomvoce #espanholonline #aprenderespanhol #espanholparatrabalho #espanholprofissional #negociosinternacionais #aulademonstrativa #comece #linknabioo
2026-04-26;Domingo;12:00;REEL;MEIO;7;Dor e Identificacao;viajante;Viajante;Voce depende do Google Tradutor pra tudo na viagem?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanhol #espanholcomvoce #aprenderespanhol #viajarsozinho #espanholnoexterior #mochilao #identificacao #voceseidentifica #travanoespanhol
2026-04-26;Domingo;15:00;CARROSSEL;FUNDO;10;Prova Social;vai_morar_fora;Vai Morar Fora;De zero a conversacao: a jornada de um aluno em Barcelona;Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholreal #espanholcomvoce #espanholparabrasileiros #brasileironoexterior #brasileirosnaespanha #brasileirosnaargentina #alunoreal #resultado #depoimento
2026-04-26;Domingo;18:30;REEL;TOPO;1;Expressoes Idiomaticas;academico;Academico;Como falar 'ralar muito' em espanhol (vol. 2);Salva esse video / Manda pra quem precisa | Comenta ERROS;ERROS;#aprenderespanhol #espanholonline #espanhol #espanholparaconcurso #celu #siele #espanholnativo #comofalarem #expressoes
2026-04-26;Domingo;20:00;CARROSSEL;MEIO;4;Perguntas de Seguidores;profissional;Profissional;Seguidor pergunta: como pedir aumento em espanhol?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanholonline #aprendaespanhol #espanholparabrasileiros #carreirainternacional #espanholparanegocio #negociosinternacionais #aleresponde #perguntadeseguidor #duvida
2026-04-27;Segunda;07:00;REEL;TOPO;1;Expressoes Idiomaticas;viajante;Viajante;Como falar 'dar mole' em espanhol;Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#espanhol #espanholcomvoce #espanholonline #viajarsozinho #espanholnoexterior #mochilao #expressoes #espanholnativo #comofalarem
2026-04-27;Segunda;09:30;CARROSSEL;TOPO;5;Cultura e Diferencas;vai_morar_fora;Vai Morar Fora;Como e o inverno de verdade em Madrid (vol. 2);Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanholonline #espanholcomvoce #espanholreal #brasileironoexterior #vidanoexterior #morarfora #culturaespanhola #diferencas #curiosidades
2026-04-27;Segunda;12:00;REEL;MEIO;12;Historia e Autoridade Pessoal;academico;Academico;15 anos ensinando brasileiros — o que eu descobri (vol. 2);Salva / Me conta sua historia | Comenta METODO;METODO;#aprenderespanhol #espanhol #aprendaespanhol #proficienciaemespanhol #estudarnoexterior #espanholparaconcurso #bastidores #professoranativa #historiadaale
2026-04-27;Segunda;15:00;CARROSSEL;MEIO;9;Quebra de Crencas;profissional;Profissional;O problema nao e seu ingles ruim — e seu espanhol inexistente;Comenta se voce acreditava nisso | Comenta METODO;METODO;#espanholreal #espanholcomvoce #espanholparabrasileiros #espanholparatrabalho #negociosinternacionais #espanholprofissional #quebradecrencas #mentiradoespanhol #verdade
2026-04-27;Segunda;18:30;REEL;TOPO;1;Expressoes Idiomaticas;viajante;Viajante;Como falar 'dar mole' em espanhol (vol. 2);Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#espanholonline #aprenderespanhol #espanholreal #viajarsozinho #viagemparaaamericadosul #espanholnoexterior #comofalarem #expressoes #espanholnativo
2026-04-27;Segunda;20:00;CARROSSEL;FUNDO;6;Metodo e Bastidor;vai_morar_fora;Vai Morar Fora;Como o acompanhamento inteligente acelera sua fluencia (vol. 2);Comenta METODO para saber mais | Comenta METODO;METODO;#espanholcomvoce #aprenderespanhol #espanholreal #morarfora #imigracao #brasileirosnaargentina #imersaonativa #comoaprender #metodo
2026-04-28;Terca;07:00;REEL;MEIO;4;Perguntas de Seguidores;academico;Academico;Seguidor pergunta: verbos irregulares — tem macete?;Manda sua duvida nos comentarios | Comenta PRONUNCIA;PRONUNCIA;#aprenderespanhol #espanholreal #espanholonline #celu #espanholparaenem #siele #aleresponde #perguntadeseguidor #duvida
2026-04-28;Terca;09:30;CARROSSEL;TOPO;2;Palavras do Cotidiano;profissional;Profissional;Como falar 'salario' em espanhol (vol. 2);Comenta qual palavra voce queria saber | Comenta ERROS;ERROS;#espanholcomvoce #espanholonline #aprendaespanhol #espanholparatrabalho #espanholcorporativo #espanholprofissional #palavradodia #vocabulario #espanholdodia
2026-04-28;Terca;12:00;REEL;TOPO;2;Palavras do Cotidiano;viajante;Viajante;Como falar 'perrengue' em espanhol;Comenta qual palavra voce queria saber | Comenta VIAGEM;VIAGEM;#aprenderespanhol #espanholparabrasileiros #espanholreal #espanholbasico #viagemparaaamericadosul #espanholnoexterior #palavradodia #vocabulario #espanholdodia
2026-04-28;Terca;15:00;CARROSSEL;FUNDO;6;Metodo e Bastidor;vai_morar_fora;Vai Morar Fora;Como o acompanhamento inteligente acelera sua fluencia (vol. 2);Comenta METODO para saber mais | Comenta METODO;METODO;#espanholparabrasileiros #espanholreal #espanholcomvoce #brasileirosnaargentina #imigracao #brasileironoexterior #comoaprender #imersaonativa #metodo
2026-04-28;Terca;18:30;REEL;MEIO;7;Dor e Identificacao;academico;Academico;Voce pode perder a bolsa por causa do espanhol?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanholparabrasileiros #espanhol #espanholcomvoce #siele #espanholparaenem #dele #travanoespanhol #identificacao #voceseidentifica
2026-04-28;Terca;20:00;CARROSSEL;MEIO;8;Desejo e Transformacao;profissional;Profissional;Imagina ser promovido gracas ao espanhol no curriculo...;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#espanholonline #espanholparabrasileiros #espanholreal #espanholprofissional #espanholparanegocio #espanholparatrabalho #destrave #faleespanhol #transformacao
2026-04-29;Quarta;07:00;REEL;MEIO;8;Desejo e Transformacao;viajante;Viajante;Como seria viajar sem depender de tradutor?;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#espanholreal #aprenderespanhol #espanholcomvoce #viajarsozinho #espanholbasico #espanholnoexterior #transformacao #destrave #faleespanhol
2026-04-29;Quarta;09:30;CARROSSEL;FUNDO;6;Metodo e Bastidor;vai_morar_fora;Vai Morar Fora;O pilar que faz voce pensar em espanhol em vez de traduzir (vol. 2);Comenta METODO para saber mais | Comenta METODO;METODO;#aprendaespanhol #espanholreal #espanhol #imigracao #brasileirosnaargentina #morarfora #metodo #imersaonativa #comoaprender
2026-04-29;Quarta;12:00;REEL;TOPO;5;Cultura e Diferencas;academico;Academico;A origem do espanhol: do latim ate hoje;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#aprenderespanhol #aprendaespanhol #espanholcomvoce #proficienciaemespanhol #siele #dele #diferencas #culturaespanhola #curiosidades
2026-04-29;Quarta;15:00;CARROSSEL;FUNDO;6;Metodo e Bastidor;profissional;Profissional;Por que metodo generico nao resolve espanhol corporativo (vol. 2);Comenta METODO para saber mais | Comenta METODO;METODO;#espanholcomvoce #espanholonline #aprendaespanhol #espanholparanegocio #espanholprofissional #carreirainternacional #imersaonativa #metodo #comoaprender
2026-04-29;Quarta;18:30;REEL;TOPO;5;Cultura e Diferencas;viajante;Viajante;Festas que voce precisa viver: Espanha vs America Latina (vol. 2);Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#aprendaespanhol #espanhol #espanholonline #mochilao #espanholparaviagem #espanholnoexterior #culturaespanhola #curiosidades #diferencas
2026-04-29;Quarta;20:00;CARROSSEL;TOPO;2;Palavras do Cotidiano;vai_morar_fora;Vai Morar Fora;Como falar 'mudanca' em espanhol;Comenta qual palavra voce queria saber | Comenta VIAGEM;VIAGEM;#espanholreal #espanhol #aprenderespanhol #vidanoexterior #brasileirosnaespanha #morarfora #espanholdodia #palavradodia #vocabulario
2026-04-30;Quinta;07:00;REEL;TOPO;5;Cultura e Diferencas;academico;Academico;Por que o espanhol e a 2a lingua mais falada do mundo;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanholreal #espanhol #espanholonline #dele #espanholparaconcurso #siele #diferencas #culturaespanhola #curiosidades
2026-04-30;Quinta;09:30;CARROSSEL;FUNDO;10;Prova Social;profissional;Profissional;Gerente fechou contrato gracas ao espanhol fluente (vol. 2);Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanhol #espanholonline #espanholparabrasileiros #espanholprofissional #espanholparanegocio #negociosinternacionais #alunoreal #resultado #depoimento
2026-04-30;Quinta;12:00;REEL;MEIO;7;Dor e Identificacao;viajante;Viajante;Voce entende o filme mas nao consegue pedir comida?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#aprenderespanhol #espanholreal #aprendaespanhol #mochilao #espanholparaviagem #espanholnoexterior #travanoespanhol #identificacao #voceseidentifica
2026-04-30;Quinta;15:00;CARROSSEL;MEIO;12;Historia e Autoridade Pessoal;vai_morar_fora;Vai Morar Fora;Eu fui a imigrante que nao falava o idioma — sei como e (vol. 2);Salva / Me conta sua historia | Comenta METODO;METODO;#espanhol #aprendaespanhol #espanholreal #vidanoexterior #brasileironoexterior #morarfora #professoranativa #historiadaale #bastidores
2026-04-30;Quinta;18:30;REEL;FUNDO;6;Metodo e Bastidor;academico;Academico;A ciencia por tras da repeticao espacada no aprendizado;Comenta METODO para saber mais | Comenta METODO;METODO;#espanholcomvoce #aprenderespanhol #espanholparabrasileiros #estudarnoexterior #celu #espanholparaconcurso #imersaonativa #metodo #comoaprender
2026-04-30;Quinta;20:00;CARROSSEL;MEIO;8;Desejo e Transformacao;profissional;Profissional;Como seria liderar equipes em espanhol?;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#aprendaespanhol #espanhol #espanholparabrasileiros #espanholparanegocio #espanholparatrabalho #carreirainternacional #transformacao #destrave #faleespanhol
